company_id,year,free_cash_flow,cfo_quality_period,cfo_quality_5yr_avg,cfo_quality_label,capex_intensity_pct,capex_intensity_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
M&M,Mar 2013,-3825.0,-0.22,-0.22,Accrual Risk,4.23,Moderate,-0.42,-,-,+,Growth Funded by Debt
M&M,Mar 2014,-4768.0,-0.05,-0.14,Accrual Risk,6.11,Moderate,-0.47,-,-,+,Growth Funded by Debt
M&M,Mar 2015,-3302.0,0.31,0.01,Accrual Risk,6.1,Moderate,-0.38,+,-,+,Mixed
M&M,Mar 2016,-3121.0,0.67,0.18,Accrual Risk,7.26,Moderate,-0.31,+,-,+,Mixed
M&M,Mar 2017,-5692.0,0.05,0.15,Accrual Risk,7.01,Moderate,-0.53,+,-,+,Mixed
M&M,Mar 2018,-4785.0,0.09,0.21,Accrual Risk,5.94,Moderate,-0.36,+,-,+,Mixed
M&M,Mar 2019,-11521.0,-0.72,0.08,Accrual Risk,6.85,Moderate,-0.76,-,-,+,Growth Funded by Debt
M&M,Mar 2020,-8327.0,,0.02,Accrual Risk,9.11,Capital Intensive,-0.82,-,-,+,Growth Funded by Debt
M&M,Mar 2021,-1777.0,11.84,2.81,High,26.5,Capital Intensive,-0.15,+,-,+,Mixed
M&M,Mar 2022,5996.0,1.28,3.12,High,3.61,Moderate,0.41,+,-,-,Shareholder Returns
M&M,Mar 2023,-15940.0,-0.62,2.94,High,7.31,Moderate,-0.79,-,-,+,Growth Funded by Debt
M&M,Mar 2024,-11245.0,-0.46,3.01,High,4.04,Moderate,-0.45,-,-,+,Growth Funded by Debt
MARUTI,Mar 2013,940.0,1.64,1.64,High,7.04,Moderate,0.22,+,-,-,Shareholder Returns
MARUTI,Mar 2014,-2.0,1.75,1.69,High,11.22,Capital Intensive,-0.0,+,-,-,Shareholder Returns
MARUTI,Mar 2015,1958.0,1.69,1.69,High,8.84,Capital Intensive,0.28,+,-,-,Shareholder Returns
MARUTI,Mar 2016,1252.0,1.54,1.66,High,12.55,Capital Intensive,0.14,+,-,-,Shareholder Returns
MARUTI,Mar 2017,1109.0,1.37,1.6,High,13.47,Capital Intensive,0.11,+,-,-,Shareholder Returns
MARUTI,Mar 2018,3486.0,1.5,1.57,High,10.4,Capital Intensive,0.29,+,-,-,Shareholder Returns
MARUTI,Mar 2019,3061.0,0.86,1.39,High,4.11,Moderate,0.28,+,-,-,Shareholder Returns
MARUTI,Mar 2020,2939.0,0.62,1.18,High,0.74,Asset Light,0.4,+,-,-,Shareholder Returns
MARUTI,Mar 2021,1565.0,2.02,1.27,High,10.36,Capital Intensive,0.29,+,-,-,Shareholder Returns
MARUTI,Mar 2022,1601.0,0.47,1.09,High,0.27,Asset Light,0.28,+,-,-,Shareholder Returns
MARUTI,Mar 2023,1995.0,1.31,1.06,High,7.45,Moderate,0.15,+,-,-,Shareholder Returns
MARUTI,Mar 2024,4936.0,1.25,1.13,High,8.36,Capital Intensive,0.27,+,-,-,Shareholder Returns
MOTHERSON,Mar 2013,397.0,3.29,3.29,High,4.3,Moderate,0.27,+,-,-,Shareholder Returns
MOTHERSON,Mar 2014,1323.0,2.46,2.88,High,4.51,Moderate,0.55,+,-,-,Shareholder Returns
MOTHERSON,Mar 2015,546.0,2.62,2.79,High,8.21,Capital Intensive,0.19,+,-,+,Mixed
MOTHERSON,Mar 2016,282.0,1.23,2.4,High,5.12,Moderate,0.08,+,-,-,Shareholder Returns
MOTHERSON,Mar 2017,-2345.0,1.75,2.27,High,14.5,Capital Intensive,-0.56,+,-,+,Mixed
MOTHERSON,Mar 2018,70.0,1.44,1.9,High,5.67,Moderate,0.01,+,-,-,Shareholder Returns
MOTHERSON,Mar 2019,994.0,2.06,1.82,High,5.22,Moderate,0.19,+,-,-,Shareholder Returns
MOTHERSON,Mar 2020,4132.0,4.91,2.28,High,3.66,Moderate,0.89,+,-,-,Shareholder Returns
MOTHERSON,Mar 2021,3165.0,3.22,2.68,High,3.29,Moderate,0.72,+,-,-,Shareholder Returns
MOTHERSON,Mar 2022,159.0,2.08,2.74,High,3.61,Moderate,0.03,+,-,-,Shareholder Returns
MOTHERSON,Mar 2023,2395.0,2.78,3.01,High,2.85,Asset Light,0.38,+,-,-,Shareholder Returns
MOTHERSON,Mar 2024,925.0,2.51,3.1,High,6.73,Moderate,0.1,+,-,+,Mixed
NAUKRI,Mar 2013,29.0,0.99,0.99,Moderate,9.75,Capital Intensive,0.24,+,-,-,Reinvestor
NAUKRI,Mar 2014,-123.0,1.35,1.17,High,35.98,Capital Intensive,-1.27,+,-,+,Mixed
NAUKRI,Mar 2015,-1000.0,,1.17,High,143.58,Capital Intensive,-47.62,+,-,+,Mixed
NAUKRI,Mar 2016,76.0,0.66,1.0,Moderate,0.27,Asset Light,0.84,+,-,-,Reinvestor
NAUKRI,Mar 2017,48.0,,1.0,Moderate,18.58,Capital Intensive,,+,-,-,Reinvestor
NAUKRI,Mar 2018,104.0,0.5,0.84,Moderate,15.08,Capital Intensive,0.47,+,-,-,Reinvestor
NAUKRI,Mar 2019,217.0,0.47,0.54,Moderate,5.13,Moderate,24.11,+,-,-,Reinvestor
NAUKRI,Mar 2020,447.0,,0.54,Moderate,7.39,Moderate,,+,+,-,Liquidating Assets
NAUKRI,Mar 2021,-1767.0,0.19,0.39,Accrual Risk,181.12,Capital Intensive,-23.88,+,-,+,Mixed
NAUKRI,Mar 2022,-470.0,0.05,0.3,Accrual Risk,74.07,Capital Intensive,-1.05,+,-,+,Mixed
NAUKRI,Mar 2023,154.0,,0.24,Accrual Risk,15.26,Capital Intensive,0.44,+,-,+,Mixed
NAUKRI,Mar 2024,-150.0,1.18,0.47,Accrual Risk,33.6,Capital Intensive,-0.21,+,-,+,Mixed
NESTLEIND,Dec 2013,1355.0,1.61,1.61,High,4.85,Moderate,0.7,+,-,-,Shareholder Returns
NESTLEIND,Dec 2014,1212.0,1.39,1.5,High,4.38,Moderate,0.59,+,-,-,Shareholder Returns
NESTLEIND,Dec 2015,1028.0,1.95,1.65,High,0.86,Asset Light,0.66,+,-,-,Shareholder Returns
NESTLEIND,Dec 2016,1340.0,1.46,1.6,High,1.38,Asset Light,0.72,+,-,-,Shareholder Returns
NESTLEIND,Dec 2017,1687.0,1.48,1.58,High,1.31,Asset Light,0.8,+,-,-,Shareholder Returns
NESTLEIND,Dec 2018,2000.0,1.28,1.51,High,0.46,Asset Light,0.76,+,-,-,Shareholder Returns
NESTLEIND,Dec 2019,2378.0,1.17,1.47,High,0.67,Asset Light,0.81,+,+,-,Liquidating Assets
NESTLEIND,Dec 2020,2133.0,1.18,1.31,High,2.4,Asset Light,0.67,+,-,-,Shareholder Returns
NESTLEIND,Dec 2021,316.0,1.06,1.23,High,13.02,Capital Intensive,0.09,+,-,-,Shareholder Returns
NESTLEIND,Dec 2022,2345.0,1.14,1.17,High,2.32,Asset Light,0.63,+,-,-,Shareholder Returns
NESTLEIND,Dec 2023,2465.0,1.13,1.14,High,4.85,Moderate,0.55,+,-,-,Shareholder Returns
NESTLEIND,Mar 2024,2938.0,1.06,1.11,High,5.07,Moderate,0.51,+,-,-,Shareholder Returns
NHPC,Mar 2013,1516.0,0.99,0.99,Moderate,20.84,Capital Intensive,0.37,+,-,-,Reinvestor
NHPC,Mar 2014,2702.0,2.34,1.67,High,15.18,Capital Intensive,0.62,+,-,-,Shareholder Returns
NHPC,Mar 2015,3293.0,1.45,1.59,High,9.34,Capital Intensive,0.64,+,-,-,Shareholder Returns
NHPC,Mar 2016,5225.0,2.52,1.82,High,8.93,Capital Intensive,1.09,+,-,-,Shareholder Returns
NHPC,Mar 2017,6465.0,2.39,1.94,High,21.62,Capital Intensive,1.32,+,-,-,Shareholder Returns
NHPC,Mar 2018,3810.0,1.69,2.08,High,11.42,Capital Intensive,0.9,+,-,-,Shareholder Returns
NHPC,Mar 2019,2642.0,1.35,1.88,High,13.16,Capital Intensive,0.53,+,-,-,Shareholder Returns
NHPC,Mar 2020,6.0,0.89,1.77,High,29.85,Capital Intensive,0.0,+,-,+,Mixed
NHPC,Mar 2021,3463.0,1.41,1.55,High,16.66,Capital Intensive,0.66,+,-,-,Shareholder Returns
NHPC,Mar 2022,1506.0,1.22,1.31,High,33.73,Capital Intensive,0.38,+,-,-,Shareholder Returns
NHPC,Mar 2023,514.0,1.1,1.19,High,39.51,Capital Intensive,0.08,+,-,-,Shareholder Returns
NHPC,Mar 2024,970.0,1.72,1.27,High,61.96,Capital Intensive,0.2,+,-,-,Shareholder Returns
NTPC,Mar 2013,-337.0,1.31,1.31,High,23.55,Capital Intensive,-0.02,+,-,+,Mixed
NTPC,Mar 2014,1022.0,1.45,1.38,High,19.8,Capital Intensive,0.05,+,-,-,Shareholder Returns
NTPC,Mar 2015,-1088.0,1.49,1.42,High,19.98,Capital Intensive,-0.06,+,-,-,Shareholder Returns
NTPC,Mar 2016,4963.0,2.24,1.62,High,26.11,Capital Intensive,0.27,+,-,-,Shareholder Returns
NTPC,Mar 2017,-4313.0,1.88,1.67,High,29.84,Capital Intensive,-0.2,+,-,+,Mixed
NTPC,Mar 2018,-1008.0,1.87,1.79,High,23.48,Capital Intensive,-0.04,+,-,+,Mixed
NTPC,Mar 2019,-5377.0,1.33,1.76,High,23.99,Capital Intensive,-0.24,+,-,+,Mixed
NTPC,Mar 2020,-5738.0,2.01,1.87,High,27.07,Capital Intensive,-0.18,+,-,+,Mixed
NTPC,Mar 2021,11410.0,2.17,1.85,High,18.86,Capital Intensive,0.34,+,-,-,Shareholder Returns
NTPC,Mar 2022,18897.0,2.46,1.97,High,17.25,Capital Intensive,0.47,+,-,-,Shareholder Returns
NTPC,Mar 2023,21007.0,2.75,2.14,High,14.84,Capital Intensive,0.44,+,-,-,Shareholder Returns
NTPC,Mar 2024,8644.0,1.91,2.26,High,18.01,Capital Intensive,0.17,+,-,-,Shareholder Returns
ONGC,Mar 2013,-1346.0,1.66,1.66,High,25.45,Capital Intensive,-0.03,+,-,-,Shareholder Returns
ONGC,Mar 2014,-10363.0,2.0,1.83,High,36.55,Capital Intensive,-0.21,+,-,+,Mixed
ONGC,Mar 2015,3892.0,1.92,1.86,High,18.68,Capital Intensive,0.09,+,-,-,Shareholder Returns
ONGC,Mar 2016,8036.0,3.53,2.28,High,30.84,Capital Intensive,0.21,+,-,-,Shareholder Returns
ONGC,Mar 2017,1965.0,1.57,2.14,High,15.51,Capital Intensive,0.04,+,-,-,Shareholder Returns
ONGC,Mar 2018,-10006.0,2.18,2.24,High,20.7,Capital Intensive,-0.18,+,-,+,Mixed
ONGC,Mar 2019,24326.0,1.81,2.2,High,8.81,Capital Intensive,0.33,+,-,-,Shareholder Returns
ONGC,Mar 2020,17434.0,6.16,3.05,High,13.4,Capital Intensive,0.33,+,-,-,Shareholder Returns
ONGC,Mar 2021,8044.0,2.21,2.79,High,12.88,Capital Intensive,0.16,+,-,-,Shareholder Returns
ONGC,Mar 2022,37051.0,1.59,2.79,High,8.39,Capital Intensive,0.46,+,-,-,Shareholder Returns
ONGC,Mar 2023,11372.0,2.63,2.88,High,11.81,Capital Intensive,0.15,+,-,-,Shareholder Returns
ONGC,Mar 2024,42060.0,1.74,2.87,High,9.67,Capital Intensive,0.41,+,-,-,Shareholder Returns
PFC,Mar 2013,-25080.0,-5.66,-5.66,Accrual Risk,0.13,Asset Light,-4.19,-,+,+,Distress Signal
PFC,Mar 2014,-22464.0,-4.11,-4.88,Accrual Risk,0.04,Asset Light,-2.95,-,+,+,Distress Signal
PFC,Mar 2015,-21946.0,-3.57,-4.45,Accrual Risk,1.96,Asset Light,-2.6,-,-,+,Growth Funded by Debt
PFC,Mar 2016,-15271.0,-2.15,-3.87,Accrual Risk,7.08,Moderate,-1.67,-,-,+,Growth Funded by Debt
PFC,Mar 2017,1128.0,0.8,-2.94,Accrual Risk,2.42,Asset Light,0.21,+,-,+,Mixed
PFC,Mar 2018,-55739.0,-6.5,-3.11,Accrual Risk,2.9,Asset Light,-4.74,-,+,+,Distress Signal
PFC,Mar 2019,-93715.0,-6.35,-3.55,Accrual Risk,24.88,Capital Intensive,-5.27,-,-,+,Growth Funded by Debt
PFC,Mar 2020,-42221.0,-4.45,-3.73,Accrual Risk,0.12,Asset Light,-3.01,-,-,+,Growth Funded by Debt
PFC,Mar 2021,-57402.0,-3.76,-4.05,Accrual Risk,2.43,Asset Light,-2.89,-,+,+,Distress Signal
PFC,Mar 2022,4357.0,0.26,-4.16,Accrual Risk,0.72,Asset Light,0.19,+,-,-,Reinvestor
PFC,Mar 2023,-76411.0,-3.53,-3.57,Accrual Risk,2.18,Asset Light,-2.88,-,-,+,Growth Funded by Debt
PFC,Mar 2024,-101229.0,-3.7,-3.04,Accrual Risk,3.73,Moderate,-3.02,-,-,+,Growth Funded by Debt
PIDILITIND,Mar 2013,328.0,1.11,1.11,High,3.92,Moderate,0.59,+,-,-,Shareholder Returns
PIDILITIND,Mar 2014,295.0,0.88,1.0,Moderate,2.31,Asset Light,0.44,+,-,-,Reinvestor
PIDILITIND,Mar 2015,116.0,1.07,1.02,High,9.0,Capital Intensive,0.15,+,-,-,Shareholder Returns
PIDILITIND,Mar 2016,416.0,1.12,1.05,High,9.16,Capital Intensive,0.35,+,-,-,Shareholder Returns
PIDILITIND,Mar 2017,-85.0,0.92,1.02,High,15.65,Capital Intensive,-0.07,+,-,+,Mixed
PIDILITIND,Mar 2018,835.0,0.82,0.96,Moderate,0.64,Asset Light,0.62,+,+,-,Liquidating Assets
PIDILITIND,Mar 2019,332.0,0.91,0.97,Moderate,7.25,Moderate,0.24,+,-,-,Reinvestor
PIDILITIND,Mar 2020,1383.0,1.14,0.98,Moderate,1.41,Asset Light,0.88,+,+,-,Liquidating Assets
PIDILITIND,Mar 2021,-296.0,1.24,1.01,High,23.15,Capital Intensive,-0.18,+,-,-,Shareholder Returns
PIDILITIND,Mar 2022,397.0,0.79,0.98,Moderate,5.62,Moderate,0.21,+,-,-,Reinvestor
PIDILITIND,Mar 2023,659.0,1.21,1.06,High,7.62,Moderate,0.33,+,-,-,Shareholder Returns
PIDILITIND,Mar 2024,955.0,1.56,1.19,High,14.29,Capital Intensive,0.35,+,-,-,Shareholder Returns
PNB,Mar 2013,-1292.0,-0.14,-0.14,Accrual Risk,1.39,Asset Light,,-,-,-,Pre-Revenue
PNB,Mar 2014,16604.0,4.6,2.23,High,0.67,Asset Light,,+,-,+,Mixed
PNB,Mar 2015,3942.0,1.37,1.94,High,1.79,Asset Light,,+,-,+,Mixed
PNB,Mar 2016,12815.0,,1.94,High,2.66,Asset Light,,+,-,+,Mixed
PNB,Mar 2017,22097.0,17.71,5.88,High,0.33,Asset Light,,+,+,-,Liquidating Assets
PNB,Mar 2018,-1350.0,,7.89,High,0.8,Asset Light,,-,+,+,Distress Signal
PNB,Mar 2019,-34161.0,,9.54,High,1.21,Asset Light,,-,-,+,Growth Funded by Debt
PNB,Mar 2020,-13131.0,-26.38,-4.33,Accrual Risk,0.62,Asset Light,,-,-,+,Growth Funded by Debt
PNB,Mar 2021,30163.0,11.48,0.94,Moderate,0.96,Asset Light,,+,-,+,Mixed
PNB,Mar 2022,18828.0,5.13,-3.26,Accrual Risk,1.58,Asset Light,,+,-,+,Mixed
PNB,Mar 2023,21860.0,6.73,-0.76,Accrual Risk,0.84,Asset Light,,+,-,+,Mixed
PNB,Mar 2024,-29445.0,-3.05,-1.22,Accrual Risk,1.38,Asset Light,,-,-,+,Growth Funded by Debt
POWERGRID,Mar 2013,-10394.0,2.71,2.71,High,168.83,Capital Intensive,-0.96,+,-,+,Mixed
POWERGRID,Mar 2014,-11416.0,3.35,3.03,High,171.26,Capital Intensive,-0.88,+,-,+,Mixed
POWERGRID,Mar 2015,-8385.0,3.13,3.06,High,137.88,Capital Intensive,-0.56,+,-,+,Mixed
POWERGRID,Mar 2016,-6568.0,2.52,2.93,High,104.47,Capital Intensive,-0.36,+,-,+,Mixed
POWERGRID,Mar 2017,-2261.0,2.9,2.92,High,92.76,Capital Intensive,-0.1,+,-,+,Mixed
POWERGRID,Mar 2018,-2991.0,2.77,2.93,High,85.8,Capital Intensive,-0.12,+,-,+,Mixed
POWERGRID,Mar 2019,4544.0,2.32,2.73,High,53.42,Capital Intensive,0.17,+,-,-,Shareholder Returns
POWERGRID,Mar 2020,20006.0,2.78,2.66,High,28.44,Capital Intensive,0.61,+,-,-,Shareholder Returns
POWERGRID,Mar 2021,20159.0,2.44,2.64,High,23.32,Capital Intensive,0.58,+,-,-,Shareholder Returns
POWERGRID,Mar 2022,26877.0,1.55,2.37,High,1.81,Asset Light,0.75,+,+,-,Liquidating Assets
POWERGRID,Mar 2023,33065.0,2.61,2.34,High,15.65,Capital Intensive,0.84,+,-,-,Shareholder Returns
POWERGRID,Mar 2024,24176.0,2.39,2.35,High,28.61,Capital Intensive,0.61,+,-,-,Shareholder Returns
RECLTD,Mar 2013,-19907.0,-5.23,-5.23,Accrual Risk,1.11,Asset Light,-1.5,-,+,+,Distress Signal
RECLTD,Mar 2014,-17108.0,-3.64,-4.44,Accrual Risk,0.79,Asset Light,-1.03,-,+,+,Distress Signal
RECLTD,Mar 2015,-23747.0,-4.47,-4.45,Accrual Risk,0.74,Asset Light,-1.22,-,+,+,Distress Signal
RECLTD,Mar 2016,-14034.0,-2.33,-3.92,Accrual Risk,3.13,Moderate,-0.63,-,-,+,Growth Funded by Debt
RECLTD,Mar 2017,6704.0,1.08,-2.92,Accrual Risk,0.41,Asset Light,0.3,+,-,-,Reinvestor
RECLTD,Mar 2018,-32464.0,-7.3,-3.33,Accrual Risk,0.2,Asset Light,-1.68,-,+,+,Distress Signal
RECLTD,Mar 2019,-35409.0,-6.25,-3.85,Accrual Risk,1.8,Asset Light,-1.49,-,+,+,Distress Signal
RECLTD,Mar 2020,-32591.0,-6.58,-4.28,Accrual Risk,0.4,Asset Light,-1.26,-,+,+,Distress Signal
RECLTD,Mar 2021,-42651.0,-5.19,-4.85,Accrual Risk,2.42,Asset Light,-1.32,-,+,+,Distress Signal
RECLTD,Mar 2022,-1106.0,-0.08,-5.08,Accrual Risk,0.73,Asset Light,-0.03,-,-,+,Growth Funded by Debt
RECLTD,Mar 2023,-38303.0,-3.35,-4.29,Accrual Risk,2.39,Asset Light,-1.02,-,-,+,Growth Funded by Debt
RECLTD,Mar 2024,-59554.0,-4.08,-3.86,Accrual Risk,3.85,Moderate,-1.24,-,-,+,Growth Funded by Debt
RELIANCE,Mar 2013,9317.0,1.77,1.77,High,6.97,Moderate,0.28,+,-,+,Mixed
RELIANCE,Mar 2014,-29809.0,1.92,1.84,High,16.86,Capital Intensive,-0.85,+,-,+,Mixed
RELIANCE,Mar 2015,-30332.0,1.45,1.71,High,17.28,Capital Intensive,-0.81,+,-,+,Mixed
RELIANCE,Mar 2016,1948.0,1.28,1.6,High,13.28,Capital Intensive,0.05,+,-,-,Shareholder Returns
RELIANCE,Mar 2017,-16651.0,1.66,1.62,High,21.78,Capital Intensive,-0.36,+,-,+,Mixed
RELIANCE,Mar 2018,3267.0,1.98,1.66,High,17.45,Capital Intensive,0.05,+,-,-,Shareholder Returns
RELIANCE,Mar 2019,-52161.0,1.06,1.49,High,16.63,Capital Intensive,-0.62,+,-,+,Mixed
RELIANCE,Mar 2020,22380.0,2.38,1.67,High,12.15,Capital Intensive,0.25,+,-,-,Shareholder Returns
RELIANCE,Mar 2021,-115427.0,0.5,1.52,High,30.53,Capital Intensive,-1.43,+,-,+,Mixed
RELIANCE,Mar 2022,1492.0,1.63,1.51,High,15.71,Capital Intensive,0.01,+,-,+,Mixed
RELIANCE,Mar 2023,22031.0,1.55,1.42,High,10.61,Capital Intensive,0.15,+,-,+,Mixed
RELIANCE,Mar 2024,45207.0,2.01,1.61,High,12.63,Capital Intensive,0.28,+,-,-,Shareholder Returns
SBILIFE,Mar 2013,903.0,1.79,1.79,High,1.53,Asset Light,2.11,+,-,-,Shareholder Returns
SBILIFE,Mar 2014,-542.0,0.23,1.01,High,4.1,Moderate,-1.06,+,-,-,Shareholder Returns
SBILIFE,Mar 2015,2533.0,3.33,1.78,High,0.76,Asset Light,3.19,+,-,-,Shareholder Returns
SBILIFE,Mar 2016,-1426.0,6.85,3.05,High,37.28,Capital Intensive,-1.55,+,-,-,Shareholder Returns
SBILIFE,Mar 2017,-507.0,8.93,4.23,High,29.57,Capital Intensive,-0.47,+,-,-,Shareholder Returns
SBILIFE,Mar 2018,1485.0,9.04,5.68,High,26.15,Capital Intensive,1.11,+,-,-,Shareholder Returns
SBILIFE,Mar 2019,-79.0,10.15,7.66,High,30.38,Capital Intensive,-0.05,+,-,-,Shareholder Returns
SBILIFE,Mar 2020,2313.0,13.57,9.71,High,38.78,Capital Intensive,1.71,+,-,-,Shareholder Returns
SBILIFE,Mar 2021,4675.0,16.4,11.62,High,23.44,Capital Intensive,5.36,+,-,+,Mixed
SBILIFE,Mar 2022,241.0,14.51,12.73,High,26.04,Capital Intensive,0.33,+,-,-,Shareholder Returns
SBILIFE,Mar 2023,-1547.0,16.65,14.26,High,37.46,Capital Intensive,-12.68,+,-,-,Shareholder Returns
SBILIFE,Mar 2024,-2099.0,15.38,15.3,High,23.65,Capital Intensive,-8.53,+,-,-,Shareholder Returns
SBIN,Mar 2013,22061.0,1.31,1.31,High,1.35,Asset Light,,+,-,-,Shareholder Returns
SBIN,Mar 2014,18351.0,1.29,1.3,High,0.42,Asset Light,,+,-,+,Mixed
SBIN,Mar 2015,22873.0,1.47,1.36,High,1.65,Asset Light,,+,-,-,Shareholder Returns
SBIN,Mar 2016,11730.0,1.11,1.29,High,1.25,Asset Light,,+,-,+,Mixed
SBIN,Mar 2017,72834.0,,1.29,High,1.98,Asset Light,,+,-,-,Shareholder Returns
SBIN,Mar 2018,-83455.0,,1.29,High,5.7,Moderate,,-,+,+,Distress Signal
SBIN,Mar 2019,29776.0,8.82,3.8,High,0.09,Asset Light,,+,+,+,Cash Accumulator
SBIN,Mar 2020,23374.0,1.13,3.69,High,0.21,Asset Light,,+,-,+,Mixed
SBIN,Mar 2021,86249.0,3.76,4.57,High,1.32,Asset Light,,+,-,+,Mixed
SBIN,Mar 2022,55043.0,1.55,3.81,High,0.91,Asset Light,,+,-,-,Shareholder Returns
SBIN,Mar 2023,-86980.0,-1.49,2.75,High,0.28,Asset Light,,-,-,+,Growth Funded by Debt
SBIN,Mar 2024,18156.0,0.31,1.05,High,0.79,Asset Light,,+,-,-,Shareholder Returns
SHREECEM,Jun 2013,990.0,1.25,1.25,High,4.98,Moderate,0.63,+,-,-,Shareholder Returns
SHREECEM,Jun 2014,167.0,1.78,1.52,High,21.59,Capital Intensive,0.12,+,-,-,Shareholder Returns
SHREECEM,Jun 2015,249.0,2.91,1.98,High,15.82,Capital Intensive,0.19,+,-,-,Shareholder Returns
SHREECEM,Mar 2016,301.0,,1.98,High,,,,+,-,-,Shareholder Returns
SHREECEM,Mar 2017,154.0,1.64,1.9,High,23.83,Capital Intensive,0.06,+,-,-,Shareholder Returns
SHREECEM,Mar 2018,-1716.0,1.36,1.92,High,36.56,Capital Intensive,-0.69,+,-,+,Mixed
SHREECEM,Mar 2019,1360.0,2.05,1.99,High,5.73,Moderate,0.49,+,-,-,Shareholder Returns
SHREECEM,Mar 2020,-1617.0,2.57,1.9,High,43.44,Capital Intensive,-0.43,+,-,+,Mixed
SHREECEM,Mar 2021,1603.0,1.82,1.89,High,19.55,Capital Intensive,0.39,+,-,-,Shareholder Returns
SHREECEM,Mar 2022,525.0,2.1,1.98,High,14.28,Capital Intensive,0.14,+,-,-,Shareholder Returns
SHREECEM,Mar 2023,164.0,1.08,1.92,High,13.47,Capital Intensive,0.06,+,-,-,Shareholder Returns
SHREECEM,Mar 2024,1929.0,1.93,1.9,High,6.91,Moderate,0.43,+,-,-,Shareholder Returns
SHRIRAMFIN,Mar 2013,-8400.0,-5.71,-5.71,Accrual Risk,0.58,Asset Light,-3.85,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2014,-4167.0,-2.99,-4.35,Accrual Risk,1.32,Asset Light,-2.08,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2015,-9656.0,-9.35,-6.02,Accrual Risk,0.49,Asset Light,-5.71,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2016,-5543.0,-4.65,-5.67,Accrual Risk,0.35,Asset Light,-3.04,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2017,-2679.0,-2.11,-4.96,Accrual Risk,0.02,Asset Light,-1.36,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2018,-13056.0,-5.16,-4.85,Accrual Risk,0.64,Asset Light,-3.43,-,+,+,Distress Signal
SHRIRAMFIN,Mar 2019,-5611.0,-2.15,-4.68,Accrual Risk,0.49,Asset Light,-1.48,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2020,-2519.0,-0.98,-3.01,Accrual Risk,0.33,Asset Light,-0.71,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2021,-4264.0,-1.7,-2.42,Accrual Risk,0.14,Asset Light,-1.25,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2022,-8893.0,-3.26,-2.65,Accrual Risk,0.18,Asset Light,-2.43,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2023,-12549.0,-2.93,-2.2,Accrual Risk,16.65,Capital Intensive,-1.43,-,+,+,Distress Signal
SHRIRAMFIN,Mar 2024,-31359.0,-4.2,-2.61,Accrual Risk,0.71,Asset Light,-2.98,-,-,+,Growth Funded by Debt
SIEMENS,Sep 2011,267.0,0.0,0.0,Accrual Risk,2.21,Asset Light,0.23,+,+,-,Liquidating Assets
SIEMENS,Sep 2014,738.0,1.01,0.51,Moderate,1.22,Asset Light,6.2,+,+,-,Liquidating Assets
SIEMENS,Sep 2015,1220.0,0.49,0.5,Moderate,6.12,Moderate,1.22,+,+,-,Liquidating Assets
SIEMENS,Sep 2016,750.0,0.18,0.42,Accrual Risk,2.19,Asset Light,0.73,+,+,-,Liquidating Assets
SIEMENS,Sep 2017,1894.0,0.5,0.44,Accrual Risk,11.94,Capital Intensive,1.79,+,+,-,Liquidating Assets
SIEMENS,Sep 2018,-74.0,0.11,0.46,Accrual Risk,1.36,Asset Light,-0.06,+,-,-,Reinvestor
SIEMENS,Sep 2019,138.0,1.16,0.49,Accrual Risk,8.67,Capital Intensive,0.09,+,-,-,Reinvestor
SIEMENS,Sep 2020,1591.0,0.94,0.58,Moderate,8.76,Capital Intensive,1.59,+,+,-,Liquidating Assets
SIEMENS,Sep 2021,-967.0,1.31,0.8,Moderate,18.1,Capital Intensive,-0.67,+,-,-,Reinvestor
SIEMENS,Sep 2022,944.0,0.63,0.83,Moderate,0.21,Asset Light,0.51,+,-,-,Reinvestor
SIEMENS,Sep 2023,641.0,0.71,0.95,Moderate,3.88,Moderate,0.26,+,-,-,Reinvestor
SIEMENS,Sep 2024,1168.0,0.61,0.84,Moderate,2.26,Asset Light,0.38,+,-,-,Reinvestor
SUNPHARMA,Mar 2013,982.0,0.97,0.97,Moderate,21.34,Capital Intensive,0.21,+,-,-,Reinvestor
SUNPHARMA,Mar 2014,1783.0,1.02,0.99,Moderate,13.53,Capital Intensive,0.25,+,-,+,Mixed
SUNPHARMA,Mar 2015,4114.0,1.03,1.01,High,5.48,Moderate,0.52,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2016,2737.0,1.18,1.05,High,13.86,Capital Intensive,0.33,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2017,2896.0,0.9,1.02,High,13.26,Capital Intensive,0.29,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2018,803.0,1.54,1.13,High,11.72,Capital Intensive,0.14,+,-,-,Shareholder Returns
